City,Country,Latitude,Longitude,Year,Temperature,TempChange25y,TempStd,TempTrend
Abidjan,Côte D'Ivoire,5.63N,3.23W,1948,26.147666666666662,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,1949,26.506,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,1950,26.19541666666667,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,1951,26.32475,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,1952,26.2795,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,1953,26.244416666666663,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,1954,26.01108333333333,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,1955,26.027833333333334,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,1956,25.895166666666668,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,1957,26.27675,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,1958,26.18641666666667,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,1959,26.3865,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,1960,26.36383333333333,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,1961,26.25275,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,1962,26.18508333333333,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,1963,26.551916666666667,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,1964,25.96,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,1965,25.97425,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,1966,26.447583333333338,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,1967,26.05116666666667,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,1968,26.28791666666667,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,1969,26.54575,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,1970,26.511,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,1971,26.10466666666667,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,1972,26.282750000000004,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,1973,26.80333333333333,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,1974,26.212166666666665,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,1975,26.118416666666665,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,1976,25.841916666666663,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,1977,26.40025,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,1978,26.161916666666663,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,1979,26.665666666666667,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,1980,26.47075,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,1981,26.425416666666667,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,1982,26.17125,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,1983,26.662916666666664,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,1984,26.635083333333338,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,1985,26.29608333333333,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,1986,26.35375,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,1987,27.261166666666668,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,1988,26.783666666666665,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,1989,26.649666666666665,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,1990,26.59925,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,1991,26.51758333333333,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,1992,26.36425,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,1993,26.56175,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,1994,26.56683333333333,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,1995,26.87483333333333,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,1996,26.58333333333333,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,1997,26.539916666666667,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,1998,27.16333333333333,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,1999,26.696250000000003,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,2000,26.753083333333336,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,2001,26.693583333333333,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,2002,26.841,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,2003,27.050666666666668,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,2004,26.986,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,2005,26.97658333333333,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,2006,26.988083333333336,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,2007,27.006833333333333,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,2008,26.9445,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,2009,26.982,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,2010,27.44541666666667,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,2011,27.01758333333333,0.8367366666666705,0.39841357928671434,Strong warming
Abidjan,Côte D'Ivoire,5.63N,3.23W,2012,26.766333333333336,0.8367366666666705,0.39841357928671434,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1900,17.31141666666667,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1901,17.611250000000002,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1902,17.224666666666668,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1903,17.1375,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1904,17.20025,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1905,17.18766666666667,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1906,17.113833333333336,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1907,16.831583333333334,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1908,17.16375,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1909,16.743166666666667,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1910,17.579166666666666,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1911,17.515,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1912,17.048583333333333,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1913,16.868833333333335,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1914,17.81716666666667,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1915,17.866666666666664,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1916,16.99025,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1917,16.66875,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1918,16.944916666666668,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1919,17.84725,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1920,17.33275,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1921,17.218333333333334,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1922,16.98725,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1923,16.945833333333333,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1924,17.377333333333333,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1925,17.234416666666664,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1926,17.414666666666665,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1927,17.3875,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1928,17.276833333333332,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1929,17.377333333333333,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1930,17.51575,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1931,17.822,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1932,17.187416666666667,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1933,17.65641666666667,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1934,17.378666666666668,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1935,17.614916666666666,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1936,17.36283333333333,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1937,17.521416666666667,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1938,17.52825,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1939,17.648166666666665,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1940,17.847583333333333,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1941,18.013166666666667,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1942,17.792583333333333,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1943,17.500083333333333,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1944,17.671333333333333,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1945,17.689916666666665,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1946,17.6775,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1947,17.791666666666668,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1948,17.296166666666668,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1949,17.291916666666665,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1950,17.080166666666667,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1951,17.397166666666667,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1952,17.787833333333335,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1953,17.795083333333334,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1954,17.511416666666666,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1955,17.554916666666667,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1956,17.133,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1957,17.421,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1958,17.837666666666667,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1959,17.777833333333334,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1960,17.428583333333332,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1961,17.303,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1962,17.385749999999998,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1963,17.696416666666668,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1964,17.456333333333333,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1965,17.527416666666667,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1966,17.519333333333332,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1967,17.154,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1968,17.168166666666668,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1969,17.640583333333336,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1970,17.630333333333333,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1971,17.224083333333333,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1972,17.578416666666666,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1973,17.925916666666666,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1974,17.20775,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1975,17.291833333333333,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1976,17.501166666666666,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1977,17.58825,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1978,17.544999999999998,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1979,17.76066666666667,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1980,18.026166666666665,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1981,17.76375,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1982,17.771416666666667,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1983,17.994333333333334,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1984,17.724,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1985,17.491249999999997,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1986,17.681250000000002,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1987,18.12208333333333,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1988,17.998833333333334,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1989,17.334916666666665,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1990,17.852500000000003,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1991,17.924666666666667,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1992,17.708833333333335,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1993,17.41375,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1994,17.698,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1995,17.99775,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1996,17.90075,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1997,17.99125,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1998,18.244416666666663,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,1999,17.85741666666667,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,2000,18.24125,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,2001,18.29641666666667,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,2002,18.46975,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,2003,18.320916666666665,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,2004,18.29275,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,2005,18.312833333333334,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,2006,18.42708333333333,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,2007,18.14258333333333,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,2008,18.165,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,2009,18.76533333333333,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,2010,18.29825,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,2011,18.60675,0.8870966666666682,0.4168007227628757,Strong warming
Addis Abeba,Ethiopia,8.84N,38.11E,2012,18.448583333333332,0.8870966666666682,0.4168007227628757,Strong warming
Ahmadabad,India,23.31N,72.52E,1900,26.902666666666665,0.7391000000000041,0.45411257001710525,Strong warming
Ahmadabad,India,23.31N,72.52E,1901,26.8315,0.7391000000000041,0.45411257001710525,Strong warming
Ahmadabad,India,23.31N,72.52E,1902,27.29583333333333,0.7391000000000041,0.45411257001710525,Strong warming
Ahmadabad,India,23.31N,72.52E,1903,26.276,0.7391000000000041,0.45411257001710525,Strong warming
Ahmadabad,India,23.31N,72.52E,1904,26.62225,0.7391000000000041,0.45411257001710525,Strong warming
Ahmadabad,India,23.31N,72.52E,1905,26.236166666666676,0.7391000000000041,0.45411257001710525,Strong warming
